Name,Speed,Modules,First Word Latency,CAS Latency,Rating,Price
Kingston ValueRAM 8 GB,DDR4-2666,1 x 8GB,14,19,3,
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,10,30,34,509.99
V-Color Manta XSky RGB 32 GB,DDR5-6000,2 x 16GB,8,26,0,519.99
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3200,2 x 8GB,10,16,56,157.99
Corsair Vengeance RGB 32 GB,DDR5-5600,2 x 16GB,14,40,2,
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,10,30,6,499.99
Lexar Ares RGB 16 GB,DDR4-3866,2 x 8GB,9,18,0,
Crucial CT2K16G56C46S5 32 GB,DDR5-5600,2 x 16GB,16,46,0,373.68
Corsair Vengeance RGB 32 GB,DDR5-5600,2 x 16GB,14,40,16,457.99
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,10,30,7,886.99
Corsair Dominator Platinum RGB 32 GB,DDR5-6000,2 x 16GB,12,36,1,602.99
Biwin Black Opal DW100 RGB 32 GB,DDR5-6000,2 x 16GB,10,30,2,
G.Skill Flare X5 128 GB,DDR5-6000,2 x 64GB,12,36,1,1999.99
Timetec PINNACLE Konduit 16 GB,DDR4-3200,1 x 16GB,10,16,0,119.99
Corsair Vengeance 64 GB,DDR5-6400,2 x 32GB,13,42,0,869.99
Corsair Vengeance 128 GB,DDR5-5600,4 x 32GB,14,40,0,2290.99
G.Skill Trident Z5 Neo 32 GB,DDR5-6000,2 x 16GB,10,30,27,519.99
G.Skill Flare X5 64 GB,DDR5-6000,2 x 32GB,9,28,4,1049.99
Crucial CT64G56C46U5 64 GB,DDR5-5600,1 x 64GB,16,46,0,
G.Skill Trident Z5 RGB 48 GB,DDR5-7200,2 x 24GB,10,36,0,589.99
Corsair Vengeance RGB Pro 32 GB,DDR4-3200,4 x 8GB,10,16,41,
Klevv CRAS V RGB 32 GB,DDR5-6000,2 x 16GB,10,30,2,499.99
Crucial CT2K16G48C40U5 32 GB,DDR5-4800,2 x 16GB,16,40,3,424.99
Patriot Viper Steel 32 GB,DDR4-3200,2 x 16GB,10,16,10,309.61
Timetec PINNACLE Konduit 32 GB,DDR4-3200,2 x 16GB,10,16,1,229.99
G.Skill Trident Z Neo 64 GB,DDR4-3600,2 x 32GB,8,16,3,599.99
Lexar Ares RGB 32 GB,DDR5-6000,2 x 16GB,10,30,4,
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,10,30,12,514.98
Kingston FURY Beast 32 GB,DDR4-3200,1 x 32GB,10,16,2,255.21
Silicon Power SP016GBLFU320B22 16 GB,DDR4-3200,2 x 8GB,13,22,11,124.99
G.Skill Trident Z RGB 16 GB,DDR4-3600,2 x 8GB,10,18,3,174.99
G.Skill Flare X5 96 GB,DDR5-6000,2 x 48GB,10,30,0,1199.99
Corsair Vengeance 32 GB,DDR5-5600,2 x 16GB,12,36,61,
Patriot Viper Steel 16 GB,DDR4-3600,2 x 8GB,10,18,2,151.99
Corsair Vengeance LPX 16 GB,DDR4-2666,2 x 8GB,12,16,4,148.99
TEAMGROUP T-Force Vulcan Z 16 GB,DDR4-3200,2 x 8GB,10,16,2,
G.Skill Trident Z5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,8,26,2,1299.99
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3200,2 x 8GB,10,16,1,174.71
Silicon Power XPOWER Cyclone RGB 48 GB,DDR5-7200,2 x 24GB,10,36,0,455.97
ADATA XPG Lancer Blade RGB 32 GB,DDR5-6000,2 x 16GB,12,36,0,
Patriot Viper Steel 32 GB,DDR4-3600,2 x 16GB,10,18,4,279.99
Corsair Dominator Titanium 64 GB,DDR5-6000,2 x 32GB,10,30,3,1109.99
G.Skill Ripjaws S5 64 GB,DDR5-6000,2 x 32GB,12,36,2,839
Corsair Vengeance LPX 32 GB,DDR4-2666,2 x 16GB,12,16,14,259.99
G.Skill Trident Z RGB 32 GB,DDR4-4000,2 x 16GB,9,18,6,319.99
Crucial CT8G4DFD824A 8 GB,DDR4-2400,1 x 8GB,14,17,7,64
G.Skill Aegis 5 16 GB,DDR5-6000,1 x 16GB,12,36,0,765.02
Corsair Vengeance 96 GB,DDR5-6400,2 x 48GB,10,32,4,1199
PNY XLR8 Gaming EPIC-X RGB 16 GB,DDR4-3200,2 x 8GB,10,16,6,159.99
Corsair Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,10,15,265,
Corsair Dominator Titanium 96 GB,DDR5-6600,2 x 48GB,9,32,1,
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6000,2 x 16GB,12,38,8,499.99
SK Hynix HMA81GU6MFR8N-UH 8 GB,DDR4-2400,1 x 8GB,14,17,4,
Crucial Ballistix 1 GB,DDR2-1066,1 x 1GB,9,5,0,
Crucial CT25664BA160B 2 GB,DDR3-1600,1 x 2GB,13,11,3,12.97
Corsair Vengeance RGB Pro SL 16 GB,DDR4-3200,2 x 8GB,10,16,9,154.99
TEAMGROUP T-Create Expert 128 GB,DDR5-6400,2 x 64GB,13,42,0,1889.99
Kingston HyperX Fury 16 GB,DDR4-2666,2 x 8GB,12,16,7,
Kingston ValueRAM 8 GB,DDR4-3200,1 x 8GB,13,22,0,74.98
Crucial CT2K16G4DFRA32A 32 GB,DDR4-3200,2 x 16GB,13,22,2,265
G.Skill Trident Z Neo 64 GB,DDR4-3600,2 x 32GB,10,18,5,599.99
Klevv BOLT X 16 GB,DDR4-3600,2 x 8GB,10,18,5,152.99
Klevv CRAS X RGB 16 GB,DDR4-3600,2 x 8GB,10,18,4,139.99
Kingston FURY Renegade 16 GB,DDR4-5333,2 x 8GB,7,20,0,
ADATA Premier 16 GB,DDR5-4800,1 x 16GB,16,40,1,272.99
G.Skill Aegis 32 GB,DDR4-3200,4 x 8GB,10,16,2,229.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6400,2 x 16GB,10,32,5,599.99
TEAMGROUP T-Create Expert 64 GB,DDR5-6000,2 x 32GB,11,34,12,869.99
Patriot Viper Elite 5 RGB 32 GB,DDR5-6000,2 x 16GB,10,30,7,434.99
G.Skill Trident Z RGB 64 GB,DDR4-3600,4 x 16GB,8,16,5,
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-7200,2 x 16GB,9,34,4,619.99
Corsair Vengeance 64 GB,DDR5-5600,2 x 32GB,14,40,3,679.99
Corsair Vengeance LPX 8 GB,DDR4-3200,1 x 8GB,10,16,1,83.99
V-Color Manta XSky RGB 32 GB,DDR5-6400,2 x 16GB,10,32,1,499.99
G.Skill Ripjaws S5 128 GB,DDR5-6400,2 x 64GB,11,36,0,2899.99
Corsair Vengeance LPX 32 GB,DDR4-2400,2 x 16GB,13,16,1,
Patriot Signature 8 GB,DDR3-1333,1 x 8GB,13,9,1,21.99
Lexar Ares RGB 2nd Gen 32 GB,DDR5-6000,2 x 16GB,9,28,2,
G.Skill Ripjaws V 128 GB,DDR4-3600,4 x 32GB,10,18,0,1099.99
Corsair Dominator Titanium 96 GB,DDR5-6600,2 x 48GB,9,32,3,
Corsair Vengeance RGB Pro 64 GB,DDR4-3600,2 x 32GB,10,18,3,
G.Skill Trident Z RGB 32 GB,DDR4-3200,4 x 8GB,10,16,53,339.99
Crucial CT2K4G4DFS824A 8 GB,DDR4-2400,2 x 4GB,14,17,5,84.5
GeIL Dragon RAM 16 GB,DDR4-3200,2 x 8GB,9,15,1,
G.Skill Ripjaws 4 8 GB,DDR4-2400,1 x 8GB,12,15,0,
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10,16,57,
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10,16,25,
Corsair Dominator Platinum RGB 32 GB,DDR5-6200,2 x 16GB,11,36,7,609.99
Corsair Vengeance LPX 32 GB,DDR4-2133,2 x 16GB,12,13,10,269.99
Corsair Vengeance RGB RS 32 GB,DDR4-3200,2 x 16GB,10,16,4,287.99
Corsair Dominator Titanium 32 GB,DDR5-7200,2 x 16GB,9,34,1,653.99
TEAMGROUP Elite 16 GB,DDR4-3200,1 x 16GB,13,22,0,119.99
ADATA XPG Lancer Blade 32 GB,DDR5-6000,2 x 16GB,10,30,13,657.63
G.Skill Trident Z5 Royal Neo RGB 96 GB,DDR5-6000,2 x 48GB,9,28,0,1269.99
G.Skill Flare X5 192 GB,DDR5-6000,4 x 48GB,9,28,0,
Silicon Power XPOWER Zenith Gaming 64 GB,DDR5-6000,2 x 32GB,10,30,2,791.97
Kingston FURY Beast RGB 64 GB,DDR5-5600,2 x 32GB,14,40,1,827.77
G.Skill Ripjaws M5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,12,36,0,
G.Skill Aegis 8 GB,DDR4-3000,1 x 8GB,10,16,27,82.99
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3200,2 x 16GB,10,16,4,289.99
Corsair Vengeance RGB 96 GB,DDR5-6000,2 x 48GB,10,30,7,
Kingston HyperX Fury 16 GB,DDR3-1866,2 x 8GB,10,10,53,
Corsair Vengeance RGB 64 GB,DDR5-6000,2 x 32GB,13,40,5,859.99
TEAMGROUP T-Force Delta RGB 64 GB,DDR5-6000,2 x 32GB,12,38,4,1387.77
Patriot Viper 4 8 GB,DDR4-2800,2 x 4GB,11,16,2,
Silicon Power XPOWER Zenith RGB Gaming 32 GB,DDR5-6000,2 x 16GB,10,30,2,467.79
Timetec PREMIUM 32 GB,DDR4-2133,2 x 16GB,14,15,0,
Crucial CT2K8G4DFS8213 16 GB,DDR4-2133,2 x 8GB,14,15,3,124.79
TEAMGROUP T-Force Delta RGB 32 GB,DDR4-3600,2 x 16GB,10,18,19,333.31
Patriot Viper Venom RGB 16 GB,DDR5-6000,1 x 16GB,10,30,0,239.99
Corsair Vengeance LPX 8 GB,DDR4-3000,1 x 8GB,10,16,7,84.98
Crucial Ballistix MAX 16 GB,DDR4-5100,2 x 8GB,7,19,1,699.99
Corsair Dominator Titanium 64 GB,DDR5-6400,2 x 32GB,10,32,0,1229.99
Patriot Viper Venom 32 GB,DDR5-7000,2 x 16GB,9,32,3,549.99
G.Skill Ripjaws S5 96 GB,DDR5-6800,2 x 48GB,10,34,0,1059.99
G.Skill Trident Z5 Neo RGB 48 GB,DDR5-6000,2 x 24GB,8,26,0,799.99
Kingston FURY Impact 32 GB,DDR5-5600,2 x 16GB,14,40,0,508.7
Patriot Viper Steel 8 GB,DDR4-3200,1 x 8GB,10,16,7,78.98
Lexar THOR 32 GB,DDR4-3200,2 x 16GB,10,16,2,
PNY XLR8 Gaming Low Profile 32 GB,DDR4-3200,2 x 16GB,10,16,0,209.99
Klevv CRAS V RGB 32 GB,DDR5-6000,2 x 16GB,10,30,4,
TEAMGROUP T-Force Vulcan Z 16 GB,DDR4-3600,1 x 16GB,10,18,1,168.52
SK Hynix HMAA2GU6CJR8N-XN 16 GB,DDR4-3200,1 x 16GB,13,22,0,
Crucial CT2K32G48C40U5 64 GB,DDR5-4800,2 x 32GB,16,40,1,820.59
Kingston FURY Impact 16 GB,DDR5-5600,1 x 16GB,14,40,0,264.99
Timetec 75TT24NU2R8-8G 16 GB,DDR4-2400,1 x 16GB,14,17,0,
G.Skill Trident Z5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,8,26,3,
Crucial CT32G48C40U5 32 GB,DDR5-4800,1 x 32GB,16,40,1,399.99
Corsair Vengeance RGB Pro 16 GB,DDR4-2666,2 x 8GB,12,16,8,157.99
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,12,36,0,409.99
Corsair Vengeance RGB Pro SL 16 GB,DDR4-3600,2 x 8GB,10,18,7,177.99
Crucial CT2K32G56C46S5 64 GB,DDR5-5600,2 x 32GB,16,46,0,599.99
Kingston FURY Beast RGB 32 GB,DDR5-6000,2 x 16GB,13,40,3,
G.Skill Trident Z RGB 32 GB,DDR4-3200,2 x 16GB,10,16,40,299.99
Corsair Dominator Titanium 32 GB,DDR5-7200,2 x 16GB,9,34,0,654.99
Corsair Vengeance RGB Pro 32 GB,DDR4-3600,2 x 16GB,10,18,17,324.99
Corsair Vengeance 64 GB,DDR5-6600,4 x 16GB,9,32,1,999.99
Corsair Dominator Platinum RGB 32 GB,DDR5-5200,2 x 16GB,15,40,2,482.99
TEAMGROUP T-Create Expert 32 GB,DDR5-6000,2 x 16GB,12,38,9,379.99
Corsair Vengeance LPX 64 GB,DDR4-3600,2 x 32GB,10,18,6,
Patriot Viper Elite 5 Ultra 48 GB,DDR5-6000,2 x 24GB,9,28,0,
PNY XLR8 Gaming EPIC-X RGB 32 GB,DDR4-3200,2 x 16GB,10,16,2,249.99
Kingston FURY Renegade 32 GB,DDR5-6400,2 x 16GB,10,32,2,529.99
Corsair Vengeance RGB 64 GB,DDR5-6000,2 x 32GB,9,28,1,1169.99
Corsair Vengeance LPX 128 GB,DDR4-3200,4 x 32GB,10,16,3,
Kingston FURY Beast RGB 128 GB,DDR5-5600,2 x 64GB,12,36,0,2199.99
TEAMGROUP T-Create Expert 96 GB,DDR5-6400,2 x 48GB,10,32,1,1399.99
Corsair Vengeance 16 GB,DDR3-1600,2 x 8GB,11,9,87,
Crucial CT2K32G4LFQ4213 64 GB,DDR4-2133,2 x 32GB,14,15,0,
Klevv BOLT V 32 GB,DDR5-6000,2 x 16GB,10,30,6,479.99
G.Skill Trident Z RGB 16 GB,DDR4-3000,2 x 8GB,10,16,110,169.99
Corsair Dominator Platinum 64 GB,DDR4-3200,4 x 16GB,10,16,4,
Kingston Kingston Fury Red 16GB ,DDR4-2666,2 x 8GB,12,16,4,
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,10,30,12,643.2
G.Skill Ripjaws V 128 GB,DDR4-3200,4 x 32GB,10,16,1,
Kingston FURY Beast 64 GB,DDR5-6400,2 x 32GB,10,32,0,2026.42
Crucial CT16G4DFD824A 16 GB,DDR4-2400,1 x 16GB,14,17,1,94
Kingston FURY Beast 64 GB,DDR5-6000,2 x 32GB,10,30,3,1129.99
Corsair Vengeance LPX 256 GB,DDR4-3200,8 x 32GB,10,16,1,
G.Skill Ripjaws Z 32 GB,DDR3-1600,4 x 8GB,12,10,2,228.69
Kingston HyperX Fury 16 GB,DDR4-2400,2 x 8GB,12,15,11,
Patriot Viper 3 16 GB,DDR3-1600,2 x 8GB,11,9,5,55.99
Kingston KVR21R15D4K4/64 64 GB,DDR4-2133,4 x 16GB,14,15,0,368.99
Patriot Viper Elite II 32 GB,DDR4-3200,2 x 16GB,11,18,0,277.99
G.Skill Trident Z 128 GB,DDR4-3866,8 x 16GB,9,19,0,
Corsair Vengeance 64 GB,DDR5-6000,2 x 32GB,10,30,10,1117.99
G.Skill Ripjaws X 16 GB,DDR3-1600,2 x 8GB,12,10,67,117.91
ADATA XPG SPECTRIX D35G RGB 32 GB,DDR4-3200,2 x 16GB,10,16,0,331.99
G.Skill Ripjaws M5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,12,36,0,500.98
G.Skill Flare X5 64 GB,DDR5-5600,2 x 32GB,12,36,2,799.99
Kingston FURY Beast 32 GB,DDR4-3200,2 x 16GB,10,16,4,324.77
Crucial Ballistix 32 GB,DDR4-3200,2 x 16GB,10,16,36,
PNY XLR8 16 GB,DDR4-3200,2 x 8GB,10,16,14,149.99
TEAMGROUP T-Create Expert 48 GB,DDR5-6400,2 x 24GB,10,32,2,649.99
TEAMGROUP T-Force Vulcanα 32 GB,DDR5-6000,2 x 16GB,12,38,0,389.95
Corsair Vengeance RGB 96 GB,DDR5-6800,2 x 48GB,11,40,0,1489.99
TEAMGROUP T-Force DELTAα RGB 16 GB,DDR5-6000,2 x 8GB,12,38,1,249.99
Silicon Power XPOWER Pulse Gaming 32 GB,DDR5-6000,2 x 16GB,12,36,0,389.97
Corsair Vengeance RGB Pro 8 GB,DDR4-3200,1 x 8GB,10,16,0,80.99
TEAMGROUP T-Force Vulcan Z 8 GB,DDR4-3200,1 x 8GB,10,16,3,107.83
TEAMGROUP T-Force Delta RGB 64 GB,DDR5-6400,2 x 32GB,9,30,0,1129.99
Crucial Ballistix 16 GB,DDR4-3600,2 x 8GB,8,16,86,
G.Skill Trident Z Royal 32 GB,DDR4-4000,2 x 16GB,9,18,4,
Crucial CT8G4DFS8213 8 GB,DDR4-2133,1 x 8GB,14,15,21,64.78
Corsair Vengeance RGB Pro 64 GB,DDR4-3200,4 x 16GB,10,16,1,
Netac Shadow II 32 GB,DDR4-3200,2 x 16GB,10,16,1,
Corsair Vengeance RGB Pro SL 16 GB,DDR4-3200,2 x 8GB,10,16,13,149.99
Kingston FURY Renegade 64 GB,DDR4-3200,2 x 32GB,10,16,0,1277
Kingston FURY Beast 32 GB,DDR5-5600,1 x 32GB,14,40,1,571.34
Corsair Vengeance LPX 32 GB,DDR4-3000,2 x 16GB,10,16,7,278.99
ADATA XPG SPECTRIX D35G RGB 16 GB,DDR4-3200,1 x 16GB,10,16,0,210.99
G.Skill Trident Z5 CK 48 GB,DDR5-9600,2 x 24GB,9,46,0,
Patriot Viper Xtreme 5 32 GB,DDR5-8200,2 x 16GB,9,38,1,749.99
TEAMGROUP Elite 16 GB,DDR4-3200,2 x 8GB,13,22,1,138.99
OLOy WarHawk RGB 16 GB,DDR4-3600,2 x 8GB,10,18,10,
Patriot Viper Elite 5 Ultra RGB 64 GB,DDR5-6000,2 x 32GB,9,28,1,869.99
Corsair Vengeance RGB Pro 16 GB,DDR4-3600,2 x 8GB,10,18,32,178.99
Kingston FURY Beast RGB 64 GB,DDR5-6000,2 x 32GB,12,36,4,929.99
Kingston FURY Beast 64 GB,DDR5-6000,2 x 32GB,12,36,2,944.99
Corsair XMS2 4 GB,DDR2-1066,2 x 2GB,13,7,1,
TEAMGROUP T-Create Expert 96 GB,DDR5-6400,2 x 48GB,10,32,0,1399.99
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,9,28,5,594.99
Patriot Viper Venom RGB 32 GB,DDR5-5600,2 x 16GB,12,36,1,359.99
G.Skill Trident Z5 RGB 32 GB,DDR5-7600,2 x 16GB,9,36,4,534.99
G.Skill Ripjaws S5 64 GB,DDR5-6800,2 x 32GB,10,34,0,989
Kingston HyperX Fury 16 GB,DDR3-1600,2 x 8GB,12,10,6,
Kingston FURY 64 GB,DDR5-6000,2 x 32GB,12,36,0,850
G.Skill Ripjaws S5 64 GB,DDR5-5600,2 x 32GB,10,28,4,
G.Skill Trident Z5 Royal 64 GB,DDR5-6400,2 x 32GB,10,32,8,
Corsair Vengeance RGB Pro 16 GB,DDR4-3000,2 x 8GB,10,15,17,
Kingston Server Premier 32 GB,DDR4-2666,1 x 32GB,14,19,0,
Crucial CT2K16G56C46U5 32 GB,DDR5-5600,2 x 16GB,16,46,2,452
G.Skill Ripjaws V 64 GB,DDR4-3600,2 x 32GB,10,18,12,
Crucial CT32G56C46U5 32 GB,DDR5-5600,1 x 32GB,16,46,0,
Crucial CT2K4G4DFS8213 8 GB,DDR4-2133,2 x 4GB,14,15,25,81.79
TEAMGROUP T-Force Xtreem 32 GB,DDR5-7200,2 x 16GB,9,34,0,539.99
Crucial CT4G4DFS8213 4 GB,DDR4-2133,1 x 4GB,14,15,8,52.78
Samsung Green 8 GB,DDR4-2133,1 x 8GB,14,15,0,
Corsair Vengeance RGB Pro 256 GB,DDR4-3200,8 x 32GB,10,16,0,
Gigabyte AORUS RGB 32 GB,DDR5-6000,2 x 16GB,13,40,0,
KingBank SharpBlade RGB 32 GB,DDR5-6400,2 x 16GB,10,32,2,
Silicon Power XPOWER Zenith RGB Gaming 64 GB,DDR5-6000,2 x 32GB,10,30,1,759.97
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3200,4 x 8GB,10,16,0,279.99
Patriot Viper Steel 16 GB,DDR4-3600,2 x 8GB,9,17,8,154.99
Crucial CT2K64G56C46S5 128 GB,DDR5-5600,2 x 64GB,16,46,1,1349.99
G.Skill Trident Z5 64 GB,DDR5-6000,2 x 32GB,10,32,2,840
Samsung M386A4G40DM0-CPB 32 GB,DDR4-2133,1 x 32GB,14,15,0,178.75
TEAMGROUP T-Create Expert 48 GB,DDR5-7200,2 x 24GB,9,34,4,749.99
Kingston FURY Beast RGB 128 GB,DDR5-5200,4 x 32GB,15,40,1,
TEAMGROUP T-Create Expert 64 GB,DDR5-6000,2 x 32GB,11,34,3,869.99
ADATA XPG Lancer Blade RGB 16 GB,DDR5-6000,1 x 16GB,16,48,0,
Kingston ValueRAM 4 GB,DDR4-3200,1 x 4GB,13,22,0,82.71
Kingston FURY Beast 32 GB,DDR5-6000,2 x 16GB,12,36,14,
TEAMGROUP T-Create Expert 32 GB,DDR5-7200,2 x 16GB,9,34,1,549.99
TEAMGROUP T-Force Vulcan 32 GB,DDR5-5600,2 x 16GB,11,32,1,
G.Skill Trident Z5 Royal Neo 32 GB,DDR5-6000,2 x 16GB,8,26,0,749.99
ADATA XPG GAMMIX D30 16 GB,DDR4-3200,2 x 8GB,10,16,2,
Patriot Viper Elite 5 Ultra RGB 48 GB,DDR5-6000,2 x 24GB,9,28,0,
Patriot Viper 3 8 GB,DDR3-1600,2 x 4GB,11,9,29,27.99
Kingston FURY 16 GB,DDR5-5600,1 x 16GB,14,40,0,
ADATA XPG GAMMIX D10 32 GB,DDR4-3200,2 x 16GB,10,16,3,
G.Skill Trident Z5 Royal 32 GB,DDR5-6400,2 x 16GB,10,32,1,
G.Skill Flare X5 32 GB,DDR5-6000,2 x 16GB,9,28,1,539.99
Crucial CT16G4WFD8213 16 GB,DDR4-2133,1 x 16GB,14,15,3,114.99
Patriot Signature Premium 16 GB,DDR4-2666,2 x 8GB,14,19,3,143.99
Kingston HyperX Fury RGB 16 GB,DDR4-3200,2 x 8GB,10,16,17,
Kingston HyperX Fury 16 GB,DDR4-2666,1 x 16GB,12,16,2,
G.Skill Trident Z5 Royal Neo RGB 32 GB,DDR5-8000,2 x 16GB,9,38,0,619.99
Kingston FURY Renegade 32 GB,DDR4-3600,2 x 16GB,8,16,15,
Crucial CT2K64G56C46U5 128 GB,DDR5-5600,2 x 64GB,16,46,0,
TEAMGROUP T-Create Classic 16 GB,DDR4-3200,2 x 8GB,13,22,4,139.99
Patriot Viper Elite II 16 GB,DDR4-4000,2 x 8GB,10,20,1,149.99
Kingston Fury Renegade RGB 64 GB,DDR5-6400,2 x 32GB,10,32,0,1252.8
G.Skill Trident Z RGB 32 GB,DDR4-3600,2 x 16GB,8,16,42,339.99
G.Skill Trident Z5 Royal Neo RGB 32 GB,DDR5-6400,2 x 16GB,9,30,3,599.99
G.Skill Ripjaws M5 RGB 64 GB,DDR5-6800,2 x 32GB,10,34,0,999.99
Crucial CT8G4RFS824A 8 GB,DDR4-2400,1 x 8GB,14,17,0,
Klevv CRAS V RGB 64 GB,DDR5-6000,2 x 32GB,10,30,2,
G.Skill Trident Z5 Royal 96 GB,DDR5-6400,2 x 48GB,10,32,1,
ADATA XPG SPECTRIX D60G 16 GB,DDR4-3200,2 x 8GB,10,16,25,
G.Skill TridentZ RGB  64 GB,DDR4-4600,2 x 32GB,8,20,0,
G.Skill Trident Z5 RGB 32 GB,DDR5-8000,2 x 16GB,9,38,1,679.99
Silicon Power XPOWER Turbine 8 GB,DDR4-3000,1 x 8GB,10,16,0,58.97
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10,16,3,149.99
Corsair Vengeance LPX 32 GB,DDR4-3200,2 x 16GB,10,16,77,
TEAMGROUP Elite 32 GB,DDR5-4800,1 x 32GB,16,40,0,589.99
G.Skill Aegis 16 GB,DDR4-3200,1 x 16GB,10,16,4,167.66
Corsair Vengeance LPX 16 GB,DDR4-2666,2 x 8GB,12,16,49,148.99
Corsair Dominator Platinum RGB 64 GB,DDR5-6000,2 x 32GB,10,30,2,1214.99
Crucial CT2KIT25664AA800 4 GB,DDR2-800,2 x 2GB,15,6,4,37.99
G.Skill Ripjaws M5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,9,28,2,
Gigabyte AORUS 32 GB,DDR5-5200,2 x 16GB,15,40,3,
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,12,36,10,
Crucial CT2K16G4DFD8266 32 GB,DDR4-2666,2 x 16GB,14,19,3,189.98
Kingston FURY Beast RGB 32 GB,DDR5-6400,2 x 16GB,10,32,1,474.99
Kingston Fury Renegade RGB 32 GB,DDR5-6400,2 x 16GB,10,32,2,549.85
Corsair Vengeance LPX 16 GB,DDR4-2133,2 x 8GB,12,13,5,
Crucial CT2K16G4RFD4213 32 GB,DDR4-2133,2 x 16GB,14,15,2,213.99
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,9,28,0,1676.89
TEAMGROUP T-Create Expert 64 GB,DDR4-3200,2 x 32GB,10,16,1,514.99
Corsair Vengeance 96 GB,DDR5-6000,2 x 48GB,10,30,3,
Samsung M378B5173DB0-CK0 4 GB,DDR3-1600,1 x 4GB,13,11,4,
G.Skill Ripjaws 16 GB,DDR4-2400,2 x 8GB,13,16,2,122.95
Lexar Ares RGB 32 GB,DDR5-6400,2 x 16GB,10,32,6,759.59
Corsair Vengeance LPX 64 GB,DDR4-2666,4 x 16GB,12,16,3,547.99
Corsair Vengeance LPX 8 GB,DDR4-2400,2 x 4GB,13,16,25,
ADATA XPG Lancer Blade RGB 32 GB,DDR5-6000,2 x 16GB,10,30,5,
Crucial CT16G56C46S5 16 GB,DDR5-5600,1 x 16GB,16,46,0,208.95
G.Skill Trident Z5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,10,30,6,1014.99
G.Skill Ripjaws M5 RGB 32 GB,DDR5-6000,2 x 16GB,10,30,3,
G.Skill Trident Z RGB 64 GB,DDR4-3200,2 x 32GB,10,16,1,599.99
ADATA XPG Z1 16 GB,DDR4-3000,2 x 8GB,10,16,5,
Kingston FURY 128 GB,DDR5-5600,4 x 32GB,14,40,1,
Biwin Black Opal DW100 RGB 32 GB,DDR5-8000,2 x 16GB,9,36,0,
ADATA XPG SPECTRIX D41 16 GB,DDR4-3200,2 x 8GB,10,16,2,
Crucial CT2K16G3ERSLD4160B 32 GB,DDR3-1600,2 x 16GB,13,11,0,92.99
Thermaltake TOUGHRAM XG RGB 64 GB,DDR4-4000,2 x 32GB,9,19,0,549.99
Corsair Vengeance RGB Pro 32 GB,DDR4-2666,2 x 16GB,12,16,3,289.99
Crucial CT8G48C40U5 8 GB,DDR5-4800,1 x 8GB,16,40,0,
Corsair Vengeance LPX 8 GB,DDR4-3600,1 x 8GB,10,18,0,83.99
Kingston ValueRAM 16 GB,DDR4-3200,1 x 16GB,13,22,0,167.9
G.Skill Aegis 5 32 GB,DDR5-6000,2 x 16GB,12,36,0,1180.78
G.Skill Ripjaws V 32 GB,DDR4-4000,2 x 16GB,9,18,12,141.3
G.Skill Trident Z5 Royal Neo RGB 64 GB,DDR5-6000,2 x 32GB,8,26,1,
PNY Performance 8 GB,DDR4-3200,1 x 8GB,13,22,0,
Crucial Ballistix 16 GB,DDR4-3200,2 x 8GB,10,16,10,
OLOy Blade RGB 16 GB,DDR4-3200,2 x 8GB,10,16,0,134.99
G.Skill Trident Z5 CK 48 GB,DDR5-8200,2 x 24GB,9,40,1,779.99
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,DDR4-3200,1 x 32GB,13,22,0,229
G.Skill Trident Z Royal 256 GB,DDR4-3600,8 x 32GB,8,16,0,
Corsair Vengeance RGB Pro 32 GB,DDR4-3200,2 x 16GB,10,16,102,
Kingston HyperX Fury 8 GB,DDR4-2133,2 x 4GB,13,14,90,
G.Skill Aegis 16 GB,DDR4-2666,1 x 16GB,14,19,1,139.99
G.Skill Trident Z RGB 8 GB,DDR4-3200,1 x 8GB,10,16,0,
